StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1700,17,Female,3,2,10.87,15,No,4,No,Yes,Yes,No,2.5119,2
1701,16,Male,0,2,13.08,6,No,3,No,No,No,No,2.6901,2
1702,18,Female,2,4,7.74,15,No,0,Yes,No,No,No,1.6053,4
1703,15,Male,0,1,12.94,12,No,3,Yes,No,Yes,Yes,2.7099,2
1704,18,Female,1,2,0.9,13,No,0,No,Yes,No,No,1.5286,4
1705,15,Female,3,2,1.08,16,Yes,3,No,Yes,No,No,1.7786,4
1706,15,Male,0,3,9.14,11,No,1,Yes,No,No,No,2.122,3
1707,18,Female,0,1,10.99,28,No,3,No,No,No,No,0.4059,4
1708,18,Male,0,2,17.76,23,No,2,Yes,No,No,No,1.1239,4
1709,18,Male,0,2,2.09,23,No,3,No,No,No,No,0.8703,4
1710,18,Male,2,1,16.45,19,No,2,Yes,Yes,No,No,1.8228,4
1711,17,Male,3,2,4.2,12,No,3,Yes,No,No,No,2.2312,3
1712,16,Female,0,1,7.88,23,No,1,No,Yes,Yes,No,0.967,4
1713,15,Female,0,2,6.33,19,No,4,No,Yes,No,No,1.6919,4
1714,18,Male,0,3,8.0,14,No,3,No,No,No,No,2.0698,3
1715,18,Female,2,2,3.01,23,Yes,1,Yes,Yes,No,No,1.0579,4
1716,18,Female,0,2,10.07,20,No,4,No,No,No,No,1.3214,4
1717,17,Male,1,2,16.03,3,Yes,2,Yes,No,No,Yes,3.5169,0
1718,18,Female,1,0,8.83,21,Yes,3,No,Yes,No,Yes,1.0492,4
1719,18,Male,1,1,9.81,1,No,3,Yes,No,No,No,3.4861,1
1720,18,Male,0,2,16.98,27,Yes,0,Yes,No,No,Yes,0.5868,4
1721,16,Female,2,1,14.12,17,No,4,No,Yes,No,No,2.3588,3
1722,17,Female,0,1,9.81,1,No,2,No,No,No,No,3.1522,1
1723,18,Female,0,2,5.15,24,No,1,No,No,No,No,0.5878,4
1724,15,Male,2,1,17.7,14,No,3,Yes,Yes,No,Yes,2.6689,2
1725,15,Male,2,1,11.54,29,No,3,No,No,No,No,0.3044,4
1726,15,Female,0,2,4.42,25,No,0,No,Yes,No,No,0.2807,4
1727,17,Female,0,1,5.38,18,No,1,Yes,No,No,No,0.8731,4
1728,17,Female,0,3,16.06,14,No,3,No,No,No,No,2.3308,3
1729,15,Female,0,3,0.88,25,No,0,Yes,Yes,Yes,No,0.3189,4
1730,18,Male,0,2,19.84,19,No,4,No,No,No,No,1.7923,4
1731,17,Female,0,1,2.61,9,No,3,No,Yes,No,No,2.5732,2
1732,15,Male,0,2,15.92,27,No,2,No,Yes,No,No,1.0845,4
1733,15,Male,2,3,7.9,23,No,2,Yes,Yes,No,Yes,1.0867,4
1734,18,Female,1,2,9.84,19,No,2,No,No,Yes,Yes,1.0041,4
1735,16,Female,1,1,17.61,10,Yes,2,Yes,No,No,No,2.8246,2
1736,17,Female,0,2,8.26,25,Yes,3,No,Yes,Yes,Yes,1.3644,4
1737,18,Male,3,3,10.75,9,No,4,No,No,No,Yes,2.6073,2
1738,15,Female,2,2,0.99,28,Yes,2,Yes,No,Yes,No,0.5685,4
1739,15,Female,2,2,0.05,22,No,2,No,No,No,Yes,0.5738,4
1740,18,Male,2,2,4.9,4,No,1,No,No,No,No,2.2581,3
1741,17,Female,3,2,13.61,8,Yes,3,No,No,No,No,2.8401,2
1742,16,Male,1,0,2.43,19,No,3,Yes,Yes,No,No,1.6831,4
1743,16,Female,0,2,2.28,18,Yes,3,Yes,No,No,No,1.7209,4
1744,15,Male,1,0,8.22,12,No,0,No,No,No,No,1.5378,4
1745,17,Female,2,2,12.96,17,No,3,No,Yes,No,No,2.0635,3
1746,16,Female,2,1,14.24,16,No,2,Yes,No,No,No,1.8785,4
1747,17,Male,1,2,3.57,26,No,3,Yes,Yes,No,Yes,0.8633,4
1748,17,Male,0,1,1.59,5,No,3,No,No,No,No,2.5133,2
1749,15,Female,0,2,18.81,9,No,3,Yes,Yes,No,Yes,2.7722,2
1750,16,Male,3,2,5.21,1,Yes,2,No,No,No,No,2.8884,2
1751,18,Male,1,1,17.07,23,No,3,No,Yes,No,No,1.3372,4
1752,15,Male,1,1,17.27,5,No,0,No,No,No,No,2.3706,3
1753,16,Male,0,1,15.45,27,No,3,No,No,Yes,No,0.8545,4
1754,16,Female,0,3,3.38,27,Yes,0,No,No,No,No,0.3226,4
1755,16,Female,2,2,16.44,20,No,2,Yes,Yes,No,No,1.8342,4
1756,16,Male,1,2,15.39,12,No,1,No,No,No,No,1.9901,4
1757,16,Male,2,1,11.93,17,Yes,3,No,Yes,No,No,2.227,3
1758,17,Male,0,2,6.74,6,No,2,No,No,No,Yes,2.6084,2
1759,15,Male,1,3,5.25,1,No,3,Yes,No,No,No,3.4063,1
1760,17,Female,0,3,2.44,28,Yes,3,Yes,No,No,No,0.867,4
1761,18,Female,2,2,10.2,13,Yes,3,No,Yes,No,No,2.1661,3
1762,16,Male,0,0,11.71,4,No,1,No,Yes,No,No,2.4229,3
1763,15,Male,0,1,7.19,17,No,3,No,Yes,No,No,1.5096,4
1764,16,Male,1,0,9.51,10,Yes,2,No,Yes,No,No,2.4439,3
1765,15,Female,3,1,7.27,9,No,0,No,No,No,No,2.0038,3
1766,17,Male,0,1,12.82,10,Yes,1,No,Yes,No,No,2.4653,3
1767,15,Female,2,1,18.03,26,No,1,Yes,No,Yes,No,0.8448,4
1768,18,Male,0,1,3.28,1,No,0,No,Yes,No,No,2.7311,2
1769,18,Female,0,3,7.63,14,No,2,No,No,No,No,1.736,4
1770,15,Male,0,2,2.82,6,Yes,0,No,Yes,No,No,2.5897,2
1771,15,Female,0,3,12.5,8,Yes,2,Yes,No,No,No,2.7424,2
1772,15,Male,1,2,14.58,4,No,1,No,No,No,No,2.4959,3
1773,15,Male,0,1,18.64,6,Yes,1,No,No,Yes,No,2.8534,2
1774,18,Male,0,2,5.58,19,No,4,Yes,No,No,No,1.5913,4
1775,16,Female,3,1,19.0,1,No,2,No,No,Yes,No,3.2097,1
1776,15,Male,0,2,1.27,2,Yes,1,No,Yes,No,No,3.1276,1
1777,15,Female,2,1,12.06,1,Yes,2,No,Yes,Yes,Yes,3.4533,1
1778,18,Female,0,4,1.14,20,Yes,1,Yes,No,No,No,0.8228,4
1779,18,Male,1,1,17.88,21,Yes,0,No,No,No,No,1.2173,4
1780,17,Male,0,1,10.6,22,No,0,Yes,No,No,No,0.7627,4
1781,15,Male,0,3,13.39,18,No,4,No,Yes,Yes,No,2.1458,3
1782,17,Female,0,0,16.63,3,Yes,3,No,No,No,No,3.2991,1
1783,18,Male,0,2,3.01,23,No,3,Yes,No,Yes,No,1.1708,4
1784,18,Female,0,2,0.77,19,No,4,No,No,No,Yes,1.4246,4
1785,16,Female,1,3,17.58,6,No,4,No,No,No,No,2.9027,2
1786,15,Male,2,4,6.3,27,No,3,No,No,Yes,No,0.6915,4
1787,17,Male,2,4,2.58,21,Yes,3,Yes,No,Yes,Yes,1.8865,4
1788,18,Male,1,0,9.37,6,No,2,No,No,No,Yes,2.6353,2
1789,18,Male,0,3,11.97,16,Yes,1,No,No,No,No,1.5003,4
1790,17,Male,0,2,0.62,18,No,2,No,No,Yes,No,1.2356,4
1791,16,Male,0,2,5.5,21,No,2,No,No,No,No,0.6046,4
1792,18,Female,0,1,0.66,15,No,4,No,No,No,No,1.3881,4
1793,15,Female,1,2,8.41,2,No,2,No,No,Yes,No,3.3006,1
1794,18,Female,1,4,17.9,14,No,3,No,No,No,Yes,2.1686,3
1795,15,Male,0,3,19.65,13,No,2,Yes,Yes,No,No,2.7973,2
1796,17,Female,0,2,12.74,14,No,1,No,No,No,No,1.7175,4
1797,15,Female,2,0,3.23,13,No,2,No,Yes,No,No,1.6879,4
1798,17,Female,2,1,18.12,6,No,2,Yes,No,No,No,2.9521,2
1799,15,Female,0,3,10.32,24,No,2,Yes,No,No,No,0.9634,4
1800,17,Female,3,2,3.07,2,No,2,Yes,No,No,No,3.335,1
1801,15,Male,3,2,18.43,29,No,1,No,No,No,No,0.4436,4
1802,16,Male,0,0,15.15,16,Yes,2,Yes,No,No,No,1.9558,4
1803,15,Female,0,2,14.63,9,No,3,Yes,Yes,No,No,2.8504,2
1804,15,Female,1,2,14.18,14,Yes,2,No,Yes,No,No,2.3701,3
1805,16,Female,3,3,4.01,28,Yes,2,No,No,No,No,0.1526,4
1806,18,Male,2,2,4.22,5,No,0,No,No,No,No,2.123,3
1807,18,Male,0,1,13.77,27,Yes,1,Yes,No,Yes,Yes,0.922,4
1808,15,Female,0,2,4.39,16,No,2,No,No,No,Yes,1.429,4
1809,16,Male,1,0,8.77,16,Yes,2,No,Yes,No,No,1.8934,4
1810,15,Male,1,4,15.64,13,Yes,2,No,No,No,No,1.9396,4
1811,17,Female,0,1,15.68,23,No,3,Yes,Yes,No,No,1.5113,4
1812,17,Male,2,2,9.07,24,No,1,No,No,Yes,No,0.8256,4
1813,15,Male,1,1,15.84,17,No,0,Yes,No,No,No,1.7644,4
1814,18,Female,2,2,16.77,24,No,2,Yes,No,No,No,1.2956,4
1815,18,Male,2,2,13.1,4,No,2,No,No,No,No,2.4737,3
1816,15,Male,2,2,4.57,28,No,2,No,No,Yes,No,0.0198,4
1817,15,Female,0,1,5.48,7,No,3,No,No,No,No,2.203,3
1818,17,Male,1,1,6.3,6,No,3,Yes,No,No,No,3.04,1
1819,18,Male,0,1,2.34,22,Yes,1,Yes,No,No,No,1.0691,4
1820,15,Female,1,2,5.46,3,Yes,4,Yes,No,No,No,3.9418,0
1821,17,Female,0,0,4.19,17,No,1,No,No,Yes,No,1.4826,4
1822,18,Female,1,2,9.11,4,No,3,No,Yes,No,No,3.0423,1
1823,16,Male,0,3,18.17,15,No,3,No,Yes,No,No,2.104,3
1824,17,Female,0,3,2.09,13,No,3,No,No,No,No,1.7875,4
1825,18,Male,0,2,14.41,26,Yes,1,Yes,No,No,Yes,1.1004,4
1826,18,Female,0,2,13.75,26,No,2,No,No,No,No,0.8546,4
1827,17,Male,2,0,1.92,18,No,2,No,Yes,No,Yes,1.1997,4
1828,16,Female,2,2,18.45,13,Yes,1,No,No,No,No,2.5919,2
1829,17,Female,1,3,11.37,8,Yes,0,No,No,No,Yes,2.2822,3
1830,18,Female,0,1,7.27,5,No,2,No,No,No,No,2.7549,2
1831,15,Female,0,2,15.13,16,No,2,No,Yes,No,No,1.9213,4
1832,15,Male,0,3,5.15,18,No,3,Yes,No,Yes,No,1.5836,4
1833,17,Female,0,3,13.87,11,No,1,No,No,Yes,No,1.7234,4
1834,18,Female,2,1,0.79,3,Yes,3,Yes,No,No,No,2.8761,2
1835,15,Male,0,2,16.79,15,No,1,No,No,No,No,1.889,4
1836,18,Female,0,1,8.96,24,No,3,Yes,Yes,No,No,1.3694,4
1837,17,Male,0,1,12.73,10,Yes,2,No,No,No,No,2.5505,2
1838,15,Female,0,3,4.42,21,Yes,2,Yes,Yes,Yes,Yes,1.9436,4
1839,18,Female,1,3,13.54,3,Yes,3,Yes,No,No,Yes,3.3104,1
1840,15,Female,1,2,15.44,16,No,1,No,No,No,No,1.4189,4
1841,17,Male,0,0,9.46,7,No,1,No,Yes,No,No,2.3531,3
1842,18,Female,0,3,12.35,13,No,2,No,No,Yes,No,1.7529,4
1843,15,Female,0,2,9.13,26,No,1,Yes,No,Yes,No,0.514,4
1844,17,Female,0,1,17.88,1,No,2,No,No,No,No,3.022,1
1845,15,Male,0,2,9.96,10,No,1,No,Yes,No,Yes,1.8347,4
1846,15,Male,3,0,16.84,10,No,3,No,No,No,No,2.2757,3
1847,16,Female,1,2,16.03,23,Yes,3,Yes,Yes,No,Yes,1.7676,4
1848,16,Male,1,2,8.21,21,No,0,Yes,No,Yes,No,1.3537,4
1849,17,Female,0,1,4.6,23,Yes,3,No,Yes,No,No,1.0342,4
1850,16,Female,0,1,8.12,5,No,2,No,No,No,No,2.7583,2
1851,17,Female,1,1,16.52,20,Yes,2,Yes,No,No,No,1.79,4
1852,16,Female,1,0,4.55,20,No,2,Yes,No,No,No,1.224,4
1853,15,Female,2,2,10.49,13,Yes,3,No,Yes,No,Yes,2.4436,3
1854,17,Female,0,3,16.12,29,No,2,No,Yes,Yes,No,0.363,4
1855,17,Female,1,0,7.07,9,No,3,Yes,No,No,No,2.2518,3
1856,15,Male,0,0,12.84,25,Yes,1,No,No,No,No,0.9,4
1857,17,Male,2,2,4.91,26,No,4,No,No,No,No,0.6566,4
1858,17,Male,1,3,2.19,7,No,3,Yes,No,No,No,2.1864,3
1859,16,Male,1,1,15.89,6,Yes,1,No,No,Yes,Yes,2.8831,2
1860,17,Male,0,1,1.98,7,Yes,3,Yes,No,No,No,2.8779,2
1861,18,Male,1,2,5.43,27,No,2,No,No,No,No,0.0121,4
1862,15,Male,0,1,17.1,7,No,1,Yes,No,No,No,2.5837,2
1863,16,Female,0,0,6.93,22,No,1,No,Yes,No,No,1.1616,4
1864,16,Female,0,2,19.46,1,No,0,Yes,No,No,No,3.3017,1
1865,18,Female,1,2,19.59,26,Yes,3,No,No,No,No,1.5052,4
1866,15,Female,0,2,5.37,15,No,2,No,No,No,No,1.3857,4
1867,15,Male,0,2,0.82,8,No,2,No,No,No,Yes,2.2409,3
1868,16,Male,2,2,14.1,12,Yes,1,Yes,No,No,No,2.1167,3
1869,17,Female,0,1,9.02,22,No,2,No,No,No,Yes,1.0367,4
1870,16,Female,1,1,2.02,11,No,2,No,No,No,No,1.6175,4
1871,15,Male,0,1,14.15,26,No,3,No,No,No,No,0.8659,4
1872,18,Female,0,1,0.62,21,No,4,No,Yes,No,No,1.3202,4
1873,16,Female,2,2,17.4,24,No,2,Yes,No,No,Yes,1.2598,4
1874,15,Female,0,3,2.77,28,No,2,Yes,No,No,No,0.0816,4
1875,16,Female,0,4,2.55,16,No,2,No,Yes,Yes,No,1.6897,4
1876,17,Male,1,2,3.51,26,No,3,No,No,No,Yes,0.4604,4
1877,16,Female,1,1,19.21,1,No,1,Yes,No,No,No,3.577,0
1878,16,Female,1,1,13.86,12,No,2,Yes,No,No,No,2.0879,3
1879,15,Male,0,3,16.03,0,No,3,Yes,No,No,No,3.3696,1
1880,15,Male,0,2,7.95,25,No,0,No,No,No,No,0.0,4
1881,15,Female,2,2,6.73,27,No,1,No,No,No,No,0.0947,4
1882,16,Male,1,2,4.69,18,No,3,No,Yes,No,No,1.4053,4
1883,17,Female,2,2,9.61,10,No,1,No,No,No,No,1.8783,4
1884,18,Female,2,3,11.04,4,No,2,Yes,No,No,No,2.8719,2
1885,18,Male,2,0,12.64,0,Yes,2,No,No,No,No,3.7079,0
1886,15,Female,0,2,5.14,19,No,2,No,No,Yes,No,1.1749,4
1887,15,Female,0,3,18.97,29,Yes,1,Yes,No,No,No,0.9954,4
1888,16,Female,2,1,3.4,12,Yes,4,No,Yes,No,No,2.5287,2
1889,18,Female,0,2,19.31,7,No,0,Yes,Yes,No,No,2.5968,2
1890,15,Male,0,1,0.3,5,No,3,No,No,No,No,2.4606,3
1891,17,Male,2,4,9.62,28,Yes,0,No,No,No,No,0.5478,4
1892,17,Female,2,0,6.67,16,No,2,No,Yes,No,No,1.8031,4
1893,15,Male,0,2,8.98,11,Yes,1,No,No,No,No,2.31,3
1894,15,Female,0,1,11.41,0,No,1,No,No,No,No,3.0934,1
1895,18,Female,0,2,8.71,2,No,1,No,No,No,No,2.6159,2
1896,18,Female,2,1,8.3,13,No,2,No,Yes,No,No,2.2769,3
1897,16,Female,3,1,14.65,25,No,2,Yes,No,No,No,1.0515,4
1898,18,Female,0,2,13.72,7,No,1,No,Yes,No,No,2.7477,2
1899,17,Male,0,3,16.67,10,No,4,No,No,No,No,2.6217,2
1900,17,Female,2,1,5.0,26,Yes,1,No,No,No,No,0.2433,4
1901,15,Male,0,1,12.19,13,Yes,2,No,No,No,No,2.1947,3
1902,18,Male,1,2,11.7,7,No,1,No,No,No,Yes,2.6399,2
1903,16,Female,3,2,7.39,28,Yes,2,No,Yes,No,No,0.8335,4
1904,17,Female,0,3,9.72,2,Yes,3,No,No,No,No,3.4024,1
1905,17,Female,1,1,6.28,6,Yes,2,No,No,Yes,No,2.6163,2
1906,16,Female,0,2,2.84,27,No,1,No,No,No,No,0.3397,4
1907,16,Female,0,1,4.28,18,Yes,1,Yes,No,No,Yes,1.6977,4
1908,17,Male,2,1,2.11,3,No,3,No,No,No,No,2.3569,3
1909,17,Female,0,2,13.66,24,No,1,No,No,No,No,0.8456,4
1910,16,Female,3,2,13.21,15,Yes,2,Yes,No,Yes,No,2.2465,3
1911,17,Male,1,2,19.01,12,No,1,Yes,Yes,No,No,2.4787,3
1912,15,Male,0,1,14.59,19,No,1,Yes,No,Yes,Yes,1.3743,4
1913,15,Female,0,2,1.04,18,Yes,1,No,Yes,No,No,1.3554,4
1914,16,Male,0,2,17.68,4,No,3,Yes,No,No,No,3.0605,1
1915,18,Female,0,4,17.25,22,Yes,3,Yes,No,No,No,1.557,4
1916,16,Male,0,1,8.87,4,Yes,2,Yes,No,No,No,3.2195,1
1917,16,Male,0,1,11.72,19,No,1,No,Yes,No,No,1.1502,4
1918,18,Female,0,1,19.52,23,No,2,No,No,Yes,Yes,1.3214,4
1919,18,Male,2,2,10.65,3,Yes,2,Yes,Yes,No,No,3.4913,1
1920,18,Male,1,1,18.11,1,No,2,No,No,Yes,Yes,3.8696,0
1921,15,Male,2,3,1.66,25,Yes,0,No,No,No,Yes,0.1705,4
1922,17,Male,0,1,3.82,12,Yes,4,No,No,No,No,2.1974,3
1923,15,Male,0,3,8.82,29,No,2,No,No,No,No,0.0212,4
1924,17,Male,1,1,11.7,15,No,4,No,No,Yes,No,2.3868,3
1925,15,Female,0,2,16.32,21,Yes,0,No,Yes,No,No,1.361,4
1926,17,Female,0,3,19.77,1,No,1,Yes,Yes,No,No,3.5107,0
1927,15,Male,2,1,7.78,18,No,1,No,Yes,No,No,1.4374,4
1928,18,Female,2,4,0.95,16,Yes,3,No,Yes,Yes,No,1.8044,4
1929,16,Female,1,2,16.02,4,Yes,2,Yes,Yes,No,No,3.2623,1
1930,15,Female,0,3,12.09,24,No,3,No,Yes,No,No,1.1697,4
1931,17,Male,2,2,3.97,17,No,3,No,No,No,No,1.4016,4
1932,18,Female,1,1,9.9,27,No,3,No,No,Yes,No,0.5496,4
1933,15,Male,2,1,14.85,22,Yes,3,No,No,No,No,1.5165,4
1934,15,Female,2,1,15.41,20,Yes,3,No,No,No,No,2.0322,3
1935,18,Male,2,0,9.99,17,Yes,3,Yes,Yes,No,No,2.2893,3
1936,15,Male,1,1,6.1,7,No,2,Yes,No,No,No,2.0867,3
1937,16,Female,0,1,19.47,26,Yes,3,Yes,No,No,Yes,1.6677,4
1938,15,Female,1,2,13.27,14,Yes,3,No,No,No,No,2.5959,2
1939,16,Male,1,2,8.16,12,No,2,No,No,No,No,1.9508,4
1940,16,Female,2,1,5.61,12,No,4,No,No,No,No,2.1025,3
1941,18,Female,0,1,14.62,15,Yes,0,No,No,No,No,1.3792,4
1942,15,Female,0,2,4.84,21,No,2,No,No,No,No,0.6722,4
1943,18,Male,2,1,3.43,19,No,1,Yes,No,Yes,No,1.1416,4
1944,15,Male,2,0,10.6,12,No,1,No,No,No,Yes,1.621,4
1945,15,Female,3,1,5.8,19,No,3,No,No,No,Yes,1.1221,4
1946,17,Female,2,3,12.58,1,No,4,No,No,No,No,3.402,1
1947,15,Female,1,3,2.36,2,No,3,No,No,No,No,2.6839,2
1948,18,Male,1,1,13.1,14,Yes,4,Yes,No,Yes,No,2.9969,2
1949,16,Male,2,2,5.67,22,Yes,1,Yes,Yes,No,No,1.2849,4
1950,15,Female,1,2,0.0,18,Yes,1,No,No,No,No,1.2011,4
1951,17,Female,1,2,2.54,12,No,2,No,Yes,No,No,1.978,4
1952,18,Female,0,2,18.67,4,Yes,3,Yes,Yes,No,Yes,3.8367,0
1953,15,Female,0,2,17.35,25,Yes,0,Yes,Yes,No,No,1.1799,4
1954,18,Female,2,1,4.67,21,No,4,Yes,No,No,No,1.5401,4
1955,17,Female,0,0,15.57,5,No,3,No,No,No,Yes,3.1589,1
1956,17,Male,0,2,12.17,13,No,4,No,No,No,Yes,1.7525,4
1957,18,Female,0,3,19.42,3,Yes,2,No,No,No,No,3.0451,1
1958,15,Male,0,2,7.47,21,No,2,No,Yes,Yes,No,1.1656,4
1959,16,Female,0,3,13.63,18,Yes,3,Yes,No,No,No,1.7858,4
1960,17,Female,0,4,1.27,22,No,3,No,Yes,No,No,0.8411,4
1961,15,Male,3,1,7.92,6,No,1,No,Yes,No,No,2.3972,3
1962,15,Male,1,2,19.28,3,Yes,4,No,No,No,No,3.5769,0
1963,16,Male,0,2,10.78,1,No,3,Yes,No,Yes,No,3.2252,1
1964,17,Male,0,4,5.76,26,No,0,No,No,No,No,0.0,4
1965,17,Female,1,4,2.41,6,Yes,1,No,No,Yes,No,2.8067,2
1966,15,Male,0,2,14.07,2,Yes,2,Yes,No,No,No,3.4218,1
1967,15,Female,2,1,12.9,14,No,2,No,Yes,No,Yes,2.1053,3
1968,16,Male,1,2,7.48,0,No,3,No,No,No,No,3.1609,1
1969,16,Female,2,1,19.02,1,No,0,No,No,No,No,2.9935,2
1970,17,Female,0,2,0.44,9,Yes,3,Yes,No,No,No,2.4902,3
1971,18,Female,1,3,6.07,15,No,3,Yes,No,Yes,No,2.1308,3
1972,17,Female,0,1,18.42,24,No,1,Yes,No,No,Yes,0.8385,4
1973,15,Female,3,2,6.42,27,No,2,Yes,No,Yes,No,0.6768,4
1974,17,Female,1,2,5.05,14,Yes,1,Yes,No,No,No,1.736,4
1975,18,Male,0,2,10.68,23,Yes,1,Yes,No,No,No,1.2546,4
1976,16,Female,0,1,16.48,14,Yes,2,No,No,No,No,1.9227,4
1977,18,Male,0,2,2.06,13,No,4,Yes,No,No,No,2.192,3
1978,18,Male,1,3,18.86,21,Yes,1,No,Yes,Yes,No,1.7575,4
1979,18,Female,0,3,15.9,13,No,2,Yes,No,No,No,1.9241,4
1980,16,Male,1,1,3.63,5,No,1,Yes,No,No,No,2.808,2
1981,18,Female,0,3,14.24,13,Yes,1,No,No,No,No,2.1388,3
1982,18,Male,1,2,7.7,16,No,2,No,No,Yes,No,1.3638,4
1983,18,Female,2,1,8.05,17,No,3,No,Yes,No,No,1.7227,4
1984,15,Male,2,0,15.67,19,Yes,0,No,Yes,No,No,1.1921,4
1985,18,Female,2,1,19.26,18,No,4,No,No,No,No,1.5348,4
1986,16,Female,0,3,2.53,29,No,0,No,Yes,No,No,0.1152,4
1987,18,Female,0,2,8.41,16,No,3,No,Yes,No,No,1.5624,4
1988,18,Female,1,2,9.62,15,No,3,Yes,No,No,No,2.096,3
1989,16,Male,0,1,7.53,7,Yes,2,No,Yes,No,No,3.0092,1
1990,18,Female,0,2,7.26,6,No,1,No,No,No,No,2.0711,3
1991,16,Male,0,0,1.05,19,Yes,2,No,No,Yes,No,1.7474,4
1992,18,Male,0,1,13.71,27,No,3,Yes,Yes,No,No,1.0799,4
1993,16,Male,0,2,8.72,11,No,3,No,No,Yes,No,2.2714,3
1994,18,Female,2,1,3.9,8,No,2,No,Yes,No,No,2.1172,3
1995,18,Male,0,3,16.32,26,Yes,2,No,No,No,No,0.7436,4
1996,15,Male,1,1,16.05,13,No,3,No,Yes,No,No,1.8927,4
1997,15,Male,0,2,9.73,19,Yes,4,No,No,No,No,1.5865,4
1998,18,Female,1,2,5.97,0,No,3,No,No,Yes,No,3.5123,0
1999,18,Female,0,2,12.76,9,Yes,3,No,No,Yes,No,2.6292,2
2000,17,Male,2,1,5.76,16,Yes,2,Yes,Yes,No,No,1.8366,4
2001,16,Female,2,0,4.72,16,Yes,3,Yes,No,Yes,No,1.8344,4
2002,17,Female,0,3,14.61,16,Yes,3,No,No,No,Yes,1.7661,4
2003,15,Male,3,1,0.81,3,No,3,Yes,No,Yes,Yes,3.2017,1
2004,15,Male,3,3,1.9,16,Yes,2,No,No,No,No,1.2639,4
2005,15,Female,2,4,0.14,17,No,2,No,Yes,Yes,Yes,1.4277,4
2006,15,Male,2,1,3.06,19,No,2,No,No,Yes,Yes,1.0707,4
2007,18,Female,0,1,1.38,22,No,2,No,No,No,Yes,0.8327,4
2008,15,Female,1,2,19.92,1,No,2,No,No,No,No,3.1302,1
2009,18,Female,0,4,5.78,7,No,3,Yes,No,No,No,2.5371,2
2010,18,Female,0,3,2.99,12,No,2,Yes,No,No,No,1.6711,4
2011,15,Female,3,2,4.82,22,No,1,No,Yes,Yes,No,0.8166,4
2012,15,Female,0,2,18.72,24,No,3,No,Yes,No,No,1.1314,4
2013,16,Male,2,1,10.4,29,No,3,No,No,No,No,0.3332,4
2014,17,Male,2,4,7.3,21,Yes,2,No,No,No,No,1.4891,4
2015,15,Female,2,4,17.47,19,Yes,1,No,Yes,No,No,1.6833,4
2016,16,Female,3,1,7.9,21,Yes,4,Yes,No,No,No,1.9219,4
2017,16,Female,0,1,6.7,14,No,3,No,No,No,No,1.94,4
2018,17,Male,0,1,4.15,19,No,1,Yes,No,No,No,1.0658,4
2019,18,Female,0,1,7.56,22,Yes,0,No,No,No,No,0.969,4
2020,15,Male,0,3,6.33,8,Yes,2,Yes,No,No,No,2.6861,2
2021,17,Female,0,1,13.55,2,Yes,3,Yes,Yes,No,No,3.5206,0
2022,15,Female,0,0,5.79,2,No,1,Yes,No,No,No,2.816,2
2023,16,Male,2,1,11.54,1,No,2,Yes,Yes,No,No,3.4875,1
2024,16,Male,1,4,1.32,0,Yes,2,No,No,Yes,No,3.5921,0
2025,18,Female,0,2,3.83,13,No,3,No,No,No,No,1.5784,4
2026,16,Female,1,2,8.15,16,No,2,Yes,No,Yes,No,1.886,4
2027,16,Female,0,1,18.74,12,Yes,2,No,Yes,No,No,2.366,3
2028,17,Male,0,4,7.55,18,Yes,4,Yes,No,Yes,No,2.4349,3
2029,15,Male,2,3,13.28,29,No,1,No,No,No,No,0.3932,4
2030,15,Male,1,1,5.1,22,No,1,No,Yes,Yes,No,0.7133,4
2031,17,Male,2,0,2.54,14,Yes,3,No,Yes,Yes,No,2.5744,2
2032,18,Male,0,0,1.17,26,No,1,Yes,Yes,No,No,0.7005,4
2033,15,Male,2,1,6.11,24,Yes,3,Yes,No,Yes,No,1.5863,4
2034,16,Female,1,2,3.15,13,Yes,0,No,Yes,No,No,2.0586,3
2035,15,Female,1,3,3.48,1,Yes,1,No,No,No,No,3.1296,1
2036,16,Male,1,2,15.22,6,Yes,4,Yes,Yes,No,No,3.5392,0
2037,18,Female,2,3,0.32,16,No,2,Yes,Yes,Yes,No,2.06,3
2038,17,Female,1,2,11.16,17,No,3,No,Yes,Yes,Yes,1.756,4
2039,15,Male,1,2,7.59,5,No,1,Yes,Yes,No,No,2.6226,2
2040,17,Female,3,2,10.13,26,No,1,No,No,No,No,0.2629,4
2041,15,Male,2,1,11.26,20,No,3,No,Yes,Yes,No,1.7044,4
2042,16,Male,0,1,6.27,7,No,2,No,No,No,No,2.1044,3
2043,17,Female,2,2,5.9,27,Yes,2,Yes,Yes,Yes,No,0.8375,4
2044,15,Male,0,0,14.67,26,No,0,Yes,Yes,No,No,0.5568,4
2045,16,Male,0,1,17.43,1,No,2,Yes,No,No,No,3.3501,1
2046,17,Male,1,2,3.85,0,No,3,Yes,No,No,No,3.2796,1
2047,17,Male,3,4,1.95,15,No,3,No,Yes,No,No,1.5563,4
2048,15,Male,3,2,17.96,6,No,3,Yes,No,No,Yes,2.8464,2
2049,15,Male,0,3,7.0,21,No,3,No,No,No,No,1.1379,4
2050,15,Male,1,2,11.03,23,No,2,Yes,No,No,No,1.3918,4
